customer_id,age,gender,marital_status,education,occupation,state,employment_status,annual_income,monthly_income,customer_since,customer_segment,risk_profile,account_type,average_balance,monthly_expenses,monthly_savings,emi,loan_amount,credit_score,debt_to_income_ratio,number_of_accounts,digital_banking_usage,mobile_app_usage,atm_transactions,online_transactions,salary_account,savings_account,credit_card,personal_loan,home_loan,car_loan,gold_loan,fixed_deposit,recurring_deposit,mutual_fund,insurance,demat_account,forex_card,travel_card,total_amount,total_transactions,avg_amount,max_amount,min_amount
CUST101112,32.0,Other,Married,Graduate,Salaried - Government,Uttarakhand,Employed,1369043.81,114086.98,14.0,Young Professionals,Medium,Savings,43087.04,69746.14,-1302.53,45698.68,4313919.22,595.0,0.38,,96.0,60.0,7.0,26.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,37131.05,16,2320.690625,4556.99,578.79
CUST102964,38.0,Female,Married,Post Graduate,Business Owner,Maharashtra,Self Employed,3637835.25,303152.94,16.0,High Net Worth Individuals,High,Current,2001260.44,160001.87,138954.15,0.0,0.0,634.0,0.04,1.0,78.0,63.0,12.0,21.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1040072.3,17,61180.72352941176,552552.05,4161.07
CUST104794,21.0,Male,Divorced,High School,Student,Maharashtra,Not Employed,20176.72,1681.39,3.0,Students,Medium,Salary,1009.84,1500.0,198.2,0.0,0.0,509.0,0.0,2.0,90.0,100.0,16.0,30.0,True,True,True,True,False,True,True,True,False,True,True,False,False,False,72777.12,33,2205.367272727273,3128.73,50.0
CUST102944,21.0,Female,Widowed,Post Graduate,Salaried - Private,Maharashtra,Employed,1011994.27,84332.86,3.0,Young Professionals,High,Salary,16281.15,,-28620.62,55940.24,2744533.86,490.0,0.61,2.0,97.0,75.0,10.0,34.0,True,False,True,True,False,False,False,True,True,False,False,False,False,False,2041488.2,38,53723.37368421053,88239.61,588.5
CUST104719,41.0,Male,Widowed,Graduate,Salaried - Private,Madhya Pradesh,Employed,1454608.43,121217.37,1.0,Business Owners,Medium,Savings,478682.89,45348.95,74454.98,0.0,0.0,607.0,0.0,1.0,72.0,51.0,7.0,26.0,False,False,False,False,True,True,False,False,True,False,True,False,False,False,442789.14,13,34060.70307692308,181214.96,1163.95
CUST102560,23.0,Female,Divorced,Graduate,Student,Bihar,Not Employed,36536.18,3044.68,5.0,Students,Medium,Savings,6832.48,1948.61,1180.26,0.0,0.0,544.0,0.0,3.0,100.0,97.0,9.0,34.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,714.41,8,89.30125,331.77,50.0
CUST102931,30.0,Female,Divorced,High School,Self Employed,Uttarakhand,Self Employed,1651837.66,137653.14,12.0,Young Professionals,,Savings,64156.2,76454.86,6301.57,55130.25,4944826.0,607.0,0.4,2.0,80.0,100.0,9.0,30.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,36894.65,15,2459.6433333333334,5021.14,637.82
CUST103203,35.0,Female,Single,Post Graduate,Salaried - Private,Chhattisgarh,Employed,1463450.18,121954.18,17.0,Young Professionals,Medium,Salary,465662.79,44093.85,83096.92,0.0,0.0,620.0,0.0,1.0,83.0,86.0,8.0,34.0,True,True,True,True,False,False,False,False,False,False,False,False,True,True,2961848.42,38,77943.37947368421,127163.51,612.82
CUST100753,38.0,Female,Divorced,Graduate,Salaried - Private,Karnataka,Employed,1069598.22,89133.18,16.0,Business Owners,Medium,Salary,161656.23,55169.65,31880.62,0.0,0.0,613.0,0.03,3.0,67.0,61.0,6.0,28.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,2401861.82,36,66718.38388888889,93031.79,1166.8
CUST102906,64.0,Male,Married,Graduate,Retired,Maharashtra,Retired,643522.41,53626.87,14.0,Retired Customers,Low,Current,163641.69,26522.41,27656.0,0.0,0.0,721.0,0.02,4.0,24.0,29.0,10.0,5.0,False,True,True,False,False,False,True,True,False,False,False,False,False,False,22849.92,6,3808.32,9904.6,229.75
CUST103223,18.0,Female,Single,Graduate,Student,Tamil Nadu,Not Employed,46497.01,3874.75,1.0,Students,Medium,Current,,3454.97,359.34,0.0,0.0,563.0,,2.0,100.0,100.0,3.0,33.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,251.4,5,50.28,51.4,50.0
CUST103364,61.0,Female,Widowed,Diploma,Retired,,Retired,618588.72,51549.06,1.0,Retired Customers,Low,Savings,110475.35,26677.2,25414.82,0.0,0.0,638.0,0.01,1.0,48.0,18.0,11.0,14.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,6969.93,8,871.24125,1529.57,278.05
CUST102188,33.0,Female,,Diploma,Salaried - Government,Jharkhand,Employed,814953.78,67912.82,,Young Professionals,Medium,Fixed Deposit Linked,121766.03,44881.68,23045.46,0.0,0.0,681.0,0.0,1.0,78.0,90.0,9.0,32.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,25388.98,15,1692.5986666666668,3074.83,425.99
CUST103945,36.0,Female,Single,Post Graduate,Self Employed,Punjab,Self Employed,1145788.85,95482.4,15.0,Business Owners,High,Savings,18974.86,65088.58,-7688.38,39832.32,3843966.68,638.0,0.39,2.0,57.0,90.0,9.0,39.0,False,True,False,False,True,False,True,False,True,False,True,False,False,False,391847.22,17,23049.836470588234,170286.21,918.53
CUST101460,22.0,Female,Married,Post Graduate,Salaried - Government,Madhya Pradesh,Employed,1059990.78,88332.57,4.0,Young Professionals,Medium,Salary,281642.68,31687.87,57591.42,0.0,0.0,685.0,0.01,4.0,100.0,89.0,14.0,30.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2136021.04,41,52098.07414634146,91376.76,508.64
CUST103041,58.0,Female,Divorced,High School,Self Employed,Chhattisgarh,Self Employed,3296191.42,274682.62,1.0,,High,Salary,168337.64,174352.17,12232.09,,8443774.28,589.0,0.28,3.0,52.0,34.0,10.0,12.0,True,True,True,True,False,True,False,False,False,True,False,False,True,True,3402172.78,25,136086.9112,288308.65,1560.83
CUST100332,34.0,Male,Divorced,Graduate,Salaried - Private,Tamil Nadu,Employed,750761.83,62563.49,16.0,Young Professionals,Medium,,103994.0,45096.96,16181.05,0.0,0.0,632.0,,2.0,83.0,68.0,8.0,21.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,21299.83,16,1331.239375,3862.41,521.7
CUST104768,46.0,Female,Married,Diploma,Salaried - Private,Madhya Pradesh,,2657804.26,221483.69,1.0,Business Owners,Medium,Salary,486290.05,136582.85,,0.0,,657.0,0.0,4.0,70.0,79.0,9.0,40.0,True,False,True,False,True,False,False,False,True,True,True,False,True,True,3544573.59,28,126591.91392857143,447874.51,1568.1
CUST102109,27.0,Female,Married,Post Graduate,Self Employed,Tamil Nadu,Self Employed,1308471.38,109039.28,1.0,Young Professionals,High,Savings,184181.07,55557.35,48889.26,0.0,0.0,670.0,0.0,1.0,76.0,71.0,13.0,33.0,False,True,False,True,False,False,False,True,True,False,True,False,False,False,34363.04,12,2863.5866666666666,8943.51,616.93
CUST103248,21.0,Female,,Graduate,Salaried - Private,Telangana,Employed,716514.78,59709.57,3.0,Young Professionals,Medium,Salary,12313.11,27187.29,,32440.33,2040847.39,523.0,0.55,3.0,94.0,100.0,10.0,42.0,True,True,True,False,False,False,False,True,False,False,False,True,True,True,1450023.67,35,41429.24771428572,62620.03,451.83
CUST101122,21.0,Male,Divorced,Doctorate,Freelancer,Punjab,Self Employed,729658.3,60804.86,3.0,Young Professionals,High,Savings,,43827.6,-30275.48,50252.41,1089418.02,494.0,0.84,1.0,91.0,100.0,,43.0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,23018.17,15,1534.5446666666667,2955.46,346.31
CUST101655,46.0,Male,Single,Post Graduate,Self Employed,Madhya Pradesh,Self Employed,2950646.14,245887.18,10.0,Business Owners,High,Current,1354969.98,133377.2,113557.13,0.0,0.0,654.0,0.01,2.0,52.0,45.0,5.0,19.0,False,True,True,False,True,True,False,True,False,True,True,True,False,False,981268.67,18,54514.92611111111,353535.1,1797.38
CUST101096,47.0,Female,Divorced,Diploma,Self Employed,Bihar,Self Employed,2067435.12,172286.26,17.0,Business Owners,High,Savings,570437.24,80186.25,90067.13,0.0,,718.0,0.0,2.0,60.0,68.0,15.0,16.0,False,True,False,False,True,False,False,True,False,True,True,True,False,False,700147.24,12,58345.60333333333,228874.41,2931.71
CUST102120,48.0,Female,Widowed,Post Graduate,Homemaker,Chhattisgarh,Not Employed,14218.83,1184.9,8.0,Business Owners,Low,Current,946.93,1500.0,-347.46,0.0,0.0,512.0,0.02,3.0,59.0,48.0,12.0,17.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,68023.76,21,3239.2266666666665,20000.0,132.72
CUST102189,24.0,Male,Divorced,Graduate,Unemployed,Tamil Nadu,Not Employed,50722.75,4226.9,6.0,Young Professionals,Medium,Savings,8271.37,2222.62,1911.76,0.0,0.0,540.0,0.01,3.0,89.0,100.0,6.0,39.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,4765.11,16,297.819375,1091.84,123.27
CUST101887,45.0,Male,Divorced,Graduate,Salaried - Private,Uttar Pradesh,Employed,898136.87,74844.74,18.0,Business Owners,Medium,Salary,18881.84,43923.47,-102717.19,133360.24,2806486.77,429.0,1.5,1.0,70.0,67.0,15.0,25.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,1993912.67,32,62309.7709375,78129.36,792.75
CUST104197,22.0,Female,Widowed,Post Graduate,Salaried - Government,Gujarat,Employed,849371.31,70780.94,4.0,Young Professionals,Medium,Savings,225580.97,32774.51,39702.53,0.0,0.0,650.0,0.0,2.0,82.0,73.0,9.0,33.0,False,True,False,False,False,False,False,False,True,False,True,True,True,False,12825.54,10,1282.554,2623.32,540.95
CUST100402,30.0,Male,Single,Graduate,Unemployed,Gujarat,Not Employed,84298.08,7024.84,10.0,,,Salary,9241.31,4513.02,2658.47,0.0,0.0,494.0,0.03,1.0,100.0,95.0,10.0,37.0,True,True,True,False,False,False,False,False,True,True,False,False,False,True,172597.34,36,4794.370555555555,7369.59,67.16
CUST103002,37.0,Male,Divorced,Post Graduate,Homemaker,Gujarat,Not Employed,44701.33,3725.11,13.0,Business Owners,Low,NRI,8484.02,1835.81,1910.07,0.0,0.0,580.0,0.05,2.0,74.0,62.0,9.0,35.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,67915.61,21,3234.076666666667,20000.0,129.32
CUST100741,67.0,Male,Divorced,Graduate,Retired,Assam,Retired,257484.33,21457.03,13.0,Retired Customers,Low,Current,196461.64,10056.49,11530.08,0.0,0.0,629.0,0.0,1.0,47.0,21.0,14.0,10.0,False,True,False,False,False,False,True,True,False,False,False,False,True,False,1461.05,3,487.01666666666665,828.35,189.76
CUST103623,32.0,Male,Single,Post Graduate,Salaried - Government,Rajasthan,Employed,944888.79,78740.73,,Young Professionals,Medium,Salary,68030.02,47290.0,11549.97,21295.99,2322093.12,657.0,0.35,3.0,90.0,89.0,6.0,,True,True,True,False,False,True,False,False,True,True,True,False,False,False,1928364.4,42,45913.438095238096,82060.85,430.34
CUST101246,52.0,Female,Widowed,,Unemployed,Tamil Nadu,Not Employed,21708.28,1809.02,5.0,Business Owners,Low,Savings,2787.22,1500.0,336.56,0.0,0.0,466.0,0.0,1.0,64.0,46.0,10.0,28.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,65105.48,13,5008.113846153846,20000.0,128.26
CUST103143,65.0,Male,Widowed,Graduate,Retired,Karnataka,Retired,831583.88,69298.66,11.0,Retired Customers,Low,Savings,144701.03,36399.52,32634.3,0.0,0.0,704.0,0.0,2.0,37.0,39.0,11.0,11.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,853.85,2,426.925,540.65,313.2
CUST102759,46.0,Male,Single,Graduate,Salaried - Government,Punjab,Employed,1503888.78,125324.07,18.0,Business Owners,Medium,Salary,255429.87,60749.04,63688.27,0.0,0.0,720.0,0.02,3.0,45.0,81.0,16.0,32.0,True,True,True,False,False,False,False,False,False,False,False,False,True,False,3417323.03,47,72709.00063829788,181920.42,1376.2
CUST103699,64.0,Male,Widowed,High School,Retired,Karnataka,Retired,460947.41,38412.28,,Retired Customers,Low,Salary,121062.67,18227.49,20891.11,0.0,0.0,645.0,0.01,3.0,,54.0,27.0,12.0,True,True,True,False,False,False,False,True,True,False,True,False,False,False,925292.07,26,35588.15653846154,39999.55,547.97
CUST100411,31.0,Female,Divorced,Graduate,Salaried - Private,Assam,Employed,1557387.2,129782.27,4.0,Young Professionals,Medium,Salary,58108.8,58912.74,-190203.98,261582.72,5627824.54,523.0,1.5,,78.0,93.0,4.0,34.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,3157753.42,37,85344.68702702703,136220.99,610.62
CUST100728,22.0,Male,Married,High School,Homemaker,Uttar Pradesh,Not Employed,22438.7,1869.89,4.0,Young Professionals,Medium,Savings,2238.76,1500.0,343.65,0.0,0.0,566.0,0.0,1.0,100.0,100.0,14.0,43.0,False,True,True,False,False,False,False,True,True,False,True,True,False,False,2569.55,12,214.12916666666666,434.05,61.39
CUST102527,47.0,Female,Divorced,Graduate,Salaried - Government,Uttar Pradesh,Employed,,79139.16,20.0,,Medium,Savings,117869.22,31021.61,23327.62,28175.7,2633766.97,,0.31,2.0,65.0,53.0,11.0,22.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21739.52,14,1552.8228571428572,3186.72,446.59
CUST103855,64.0,Male,Married,Graduate,,Gujarat,Retired,903606.24,75300.52,6.0,Retired Customers,Low,Savings,117578.26,38975.92,24699.96,11865.28,684530.75,729.0,0.16,3.0,35.0,14.0,17.0,14.0,False,True,True,True,False,False,True,False,False,False,True,False,True,True,2932.16,2,1466.08,1692.43,1239.73
CUST103662,51.0,Female,Married,Graduate,Self Employed,Madhya Pradesh,Self Employed,,169137.56,4.0,Business Owners,High,Savings,294255.45,33235.89,50052.06,0.0,0.0,697.0,0.0,3.0,55.0,64.0,8.0,24.0,False,True,False,True,True,True,False,True,False,False,True,False,False,False,266083.65,17,15651.979411764705,116402.91,802.37
CUST100406,25.0,Female,Widowed,,,Assam,Employed,922290.29,76857.52,6.0,Young Professionals,Medium,Fixed Deposit Linked,77672.68,52777.95,7479.14,17381.04,1220989.92,565.0,0.29,4.0,88.0,93.0,11.0,37.0,True,True,False,False,False,False,False,False,True,False,True,False,False,False,44400.26,16,2775.01625,12952.32,518.41
CUST100612,38.0,Female,Divorced,Post Graduate,Salaried - Government,Maharashtra,Employed,1270924.84,105910.4,7.0,Business Owners,Medium,Salary,199840.87,62288.61,44568.83,0.0,0.0,718.0,0.03,2.0,62.0,63.0,13.0,26.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,2795976.75,32,87374.2734375,111082.62,1678.41
CUST104571,20.0,Female,Single,,Student,Bihar,Not Employed,78033.73,6502.81,2.0,Students,Medium,Savings,11101.25,4809.4,1615.24,0.0,0.0,586.0,0.03,3.0,100.0,93.0,6.0,39.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,669.57,10,66.957,143.72,50.0
CUST101867,46.0,Male,Divorced,Graduate,Homemaker,Gujarat,Not Employed,119666.26,9972.19,9.0,Business Owners,Low,Savings,25158.04,4794.47,5510.88,0.0,0.0,539.0,0.02,1.0,65.0,43.0,16.0,21.0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,68262.48,14,4875.891428571428,20000.0,320.33
CUST100729,27.0,Female,Divorced,Post Graduate,Salaried - Government,Uttarakhand,Employed,736762.1,61396.84,9.0,Young Professionals,Medium,Salary,27873.38,28462.83,,229821.51,2635332.43,558.0,1.5,3.0,71.0,98.0,,28.0,True,True,False,True,False,False,False,False,False,False,True,False,False,False,1500224.81,35,42863.566,64292.56,814.55
CUST101453,52.0,Female,Divorced,,Business Owner,Uttar Pradesh,Self Employed,14186355.1,1182196.26,7.0,,High,Savings,192576.61,582165.16,-751810.48,1349802.95,28434352.82,586.0,1.16,1.0,31.0,41.0,18.0,17.0,False,True,False,False,True,False,False,False,False,False,True,True,False,False,2244588.57,25,89783.5428,909467.47,4283.25
CUST100490,,Male,Single,Post Graduate,Self Employed,Punjab,Self Employed,1320706.76,110058.9,20.0,Business Owners,High,Current,68230.93,53509.88,-54344.3,109634.56,3427427.65,476.0,0.97,4.0,64.0,71.0,12.0,23.0,False,True,True,False,False,True,True,False,False,False,False,False,False,True,3066373.57,19,161388.08263157896,2762955.08,1311.76
CUST102098,49.0,Male,Married,Diploma,Salaried - Government,Maharashtra,Employed,1582970.57,131914.21,19.0,Business Owners,Medium,,23465.7,49552.15,-215489.79,297992.33,3375276.44,,1.5,3.0,49.0,50.0,11.0,16.0,False,True,True,False,False,False,False,True,False,False,False,False,True,True,222502.11,14,15893.007857142857,112280.19,1471.73
CUST100787,60.0,,Single,Graduate,Salaried - Private,Gujarat,Employed,2713263.62,226105.3,10.0,Business Owners,Medium,Savings,89956.59,102296.63,-114242.65,245603.66,5207233.68,,1.07,3.0,46.0,2.0,13.0,12.0,True,True,True,False,False,False,False,True,False,True,True,False,True,True,555555.02,15,37037.00133333333,209826.55,2243.0
CUST103229,35.0,Male,Single,Doctorate,Self Employed,Maharashtra,Self Employed,1059667.74,88305.65,13.0,Business Owners,High,,43063.9,56210.23,-13456.51,44697.29,1335458.0,559.0,0.47,3.0,82.0,74.0,8.0,34.0,False,True,False,False,False,True,False,True,False,False,True,False,False,False,344084.9,8,43010.6125,173413.37,500.06
CUST101145,35.0,Female,Widowed,Post Graduate,Salaried - Private,Assam,Employed,2074123.22,172843.6,,Young Professionals,High,Savings,275178.94,121464.87,49462.29,0.0,0.0,682.0,0.0,3.0,81.0,68.0,10.0,31.0,True,True,True,False,True,True,False,True,True,True,True,True,False,True,72822.61,19,3832.768947368421,6937.22,1021.7
CUST102841,44.0,Female,Widowed,Post Graduate,Business Owner,Uttar Pradesh,Self Employed,13305030.26,1108752.52,5.0,High Net Worth Individuals,High,Current,9289622.52,450343.58,,0.0,0.0,724.0,0.03,2.0,60.0,67.0,12.0,27.0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,1538056.36,19,80950.33473684211,411195.32,6064.61
CUST102052,18.0,,Single,Graduate,Student,Punjab,Not Employed,89998.01,7499.83,1.0,Students,Medium,Savings,3917.48,7024.64,524.72,0.0,0.0,615.0,0.07,1.0,73.0,100.0,9.0,30.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,150.0,3,50.0,50.0,50.0
