Customer_ID,Salary_Account,Savings_Account,Credit_Card,Personal_Loan,Home_Loan,Car_Loan,Gold_Loan,Fixed_Deposit,Recurring_Deposit,Mutual_Fund,Insurance,Demat_Account,Forex_Card,Travel_Card
CUST103682,0,1,1,0,0,0,0,0,1,0,1,0,0,0
CUST104724,1,1,1,0,0,0,0,0,0,0,0,0,0,1
CUST101907,1,1,1,0,1,0,0,0,0,0,1,0,0,1
CUST100084,1,1,1,1,1,0,0,0,0,0,1,0,0,0
CUST100227,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CUST100296,1,1,1,0,0,0,0,0,1,1,0,0,0,0
CUST101001,1,1,0,0,0,0,0,1,0,0,0,0,0,0
CUST102138,0,1,0,0,0,1,0,0,1,1,0,1,0,0
CUST100711,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CUST102801,0,1,1,1,1,1,0,0,0,0,1,0,0,1
CUST102527,0,1,0,0,1,0,0,0,0,0,1,0,0,0
CUST103752,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST103321,1,1,1,0,0,0,0,0,0,0,1,0,1,1
CUST103181,1,1,0,1,0,0,0,0,0,0,1,0,0,0
CUST104183,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CUST101615,1,1,1,1,0,0,1,0,0,0,1,0,1,1
CUST103024,0,1,0,0,1,0,0,1,0,0,1,0,0,0
CUST101413,0,1,0,0,0,0,1,0,1,0,1,0,0,0
CUST100763,0,1,0,0,0,0,1,0,1,0,0,0,0,0
CUST100655,0,1,0,0,1,1,0,0,0,0,1,1,0,0
CUST104797,0,0,0,0,0,0,1,0,0,0,0,0,1,0
CUST103849,1,1,0,0,0,1,0,0,0,0,1,1,0,0
CUST104153,0,1,0,1,0,1,1,1,0,1,1,1,0,0
CUST100468,1,1,1,0,1,0,0,0,1,0,1,0,0,0
CUST100157,1,1,1,0,0,0,0,1,1,0,0,0,0,0
CUST101295,0,1,1,0,0,0,0,0,1,0,0,0,1,1
CUST100497,1,0,1,0,0,1,0,1,0,1,1,0,0,0
CUST104740,1,1,1,0,1,0,0,1,0,1,1,1,1,1
CUST102940,0,1,1,0,0,0,1,0,1,1,1,0,1,1
CUST103456,1,1,1,0,1,0,1,1,1,1,1,1,0,0
CUST100373,0,1,0,0,0,0,0,0,0,1,0,1,1,0
CUST100079,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST101553,0,1,1,0,0,1,0,0,0,0,0,0,1,1
CUST101669,1,1,0,0,0,0,0,0,1,1,0,1,0,0
CUST102131,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CUST104439,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CUST100465,0,1,0,0,0,0,1,1,1,0,0,0,0,0
CUST100248,1,1,1,0,1,0,1,0,0,0,1,1,0,0
CUST100931,0,1,0,0,1,1,0,1,0,1,1,1,0,0
CUST101335,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST104524,0,1,0,0,0,1,0,0,1,0,1,1,1,1
CUST101338,0,1,0,1,0,0,1,0,1,1,1,0,0,0
CUST101406,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST101090,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CUST104209,1,1,1,0,1,1,0,1,0,1,1,1,0,0
CUST100742,0,1,0,0,0,0,0,1,1,0,0,0,0,0
CUST102323,0,1,0,1,0,0,0,0,1,0,0,0,0,0
CUST103601,1,1,1,0,1,0,1,0,0,0,1,0,1,1
CUST102123,1,1,1,0,0,0,0,1,0,0,1,0,0,0
CUST102094,1,0,0,1,0,0,0,0,0,0,1,0,0,0
CUST100240,1,1,1,0,1,0,1,0,1,0,1,0,0,1
CUST102351,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CUST101370,1,1,1,1,0,0,0,1,0,1,0,0,0,1
CUST101057,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST104816,1,1,1,0,0,0,0,1,1,1,1,1,0,1
CUST100199,1,1,1,0,0,0,0,0,1,0,0,0,0,0
CUST102280,1,1,1,1,0,0,0,0,1,0,0,0,0,0
CUST104749,1,1,1,0,1,1,0,0,1,0,1,0,1,1
CUST102220,0,1,0,1,0,0,0,1,1,0,0,0,0,0
CUST104771,1,1,0,0,0,0,0,0,0,1,1,0,0,1
CUST102819,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CUST103150,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST104256,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CUST103107,1,1,1,0,0,0,1,0,1,0,0,0,1,1
CUST101973,0,1,0,0,1,0,0,0,0,0,0,1,0,0
CUST101375,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CUST103968,1,1,1,0,1,0,0,1,0,1,1,1,0,0
CUST104062,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CUST104445,0,1,0,0,0,0,0,0,1,0,0,1,0,0
CUST103557,0,1,0,0,0,0,0,1,1,0,1,0,0,0
CUST100964,0,1,1,0,0,0,1,1,0,1,0,1,0,1
CUST100179,0,1,0,1,0,0,0,1,0,0,1,0,0,0
CUST103698,0,1,0,0,0,1,0,0,1,0,1,0,0,0
CUST103821,1,1,1,0,0,0,0,0,0,0,0,0,1,1
CUST104878,0,1,0,1,1,1,0,1,0,0,1,0,0,0
CUST103899,0,1,0,0,1,0,0,1,0,1,1,1,0,0
CUST104487,0,1,0,0,1,0,0,1,1,0,0,0,0,0
CUST103238,0,1,0,0,0,1,0,0,0,1,1,1,1,0
CUST102974,1,1,1,0,0,0,1,0,1,0,0,0,1,1
CUST103580,0,1,1,0,1,1,0,0,0,0,1,0,1,1
CUST102887,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST102575,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST101419,0,1,1,0,0,0,0,1,0,1,1,0,0,1
CUST103907,0,1,0,0,0,0,0,1,0,1,1,1,0,0
CUST104673,0,1,1,1,0,0,0,0,1,0,0,0,0,0
CUST104902,1,1,0,0,0,0,0,0,0,0,0,1,0,0
CUST101860,1,1,1,1,1,0,1,0,0,1,1,0,0,0
CUST100008,0,1,0,1,1,0,0,1,1,0,1,0,0,0
CUST102894,0,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST102847,1,1,1,0,0,0,0,1,0,0,0,0,0,1
CUST103664,0,1,0,0,0,0,0,1,1,1,1,1,0,0
CUST100144,1,1,1,1,1,0,0,0,1,0,1,0,0,0
CUST102104,0,1,0,1,0,0,0,0,0,0,1,0,0,0
CUST103143,0,1,0,0,0,0,0,1,0,0,1,0,0,0
CUST100841,0,1,0,1,0,1,0,0,0,1,0,0,0,0
CUST101128,1,1,1,0,1,0,0,0,1,0,1,0,1,1
CUST100151,0,1,1,1,1,1,0,1,0,1,1,0,0,1
CUST103591,0,1,0,0,0,1,1,0,0,1,1,0,1,1
CUST101052,1,1,1,0,0,1,1,0,0,1,0,0,0,0
CUST101590,1,1,0,0,0,0,0,1,1,0,1,0,0,0
CUST103008,1,1,1,0,0,0,0,1,1,0,0,0,0,0
CUST102029,0,1,0,1,1,0,0,1,0,1,1,0,0,0
CUST103418,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CUST101807,0,1,0,1,0,0,1,0,0,0,0,0,0,0
CUST102696,0,1,0,0,0,0,0,1,0,0,1,0,0,0
CUST103039,1,1,0,0,0,0,0,0,1,0,0,0,0,0
CUST100472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST103289,1,1,1,1,0,0,0,0,0,0,0,0,1,0
CUST104074,1,1,1,0,0,0,0,0,0,1,0,1,1,1
CUST103496,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUST100279,1,1,1,1,0,1,0,0,1,0,1,0,0,1
CUST101741,1,1,1,0,0,1,0,1,1,0,0,0,1,1
CUST104624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST102886,0,1,0,0,0,0,0,0,1,0,1,0,0,0
CUST101941,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CUST100100,0,0,1,0,0,0,0,0,1,0,1,0,0,1
CUST102804,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CUST103570,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST103684,1,1,0,0,1,0,0,1,0,1,1,0,0,0
CUST103661,1,0,0,0,0,0,0,0,0,0,0,0,1,0
CUST100530,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CUST101886,1,1,1,0,0,1,0,1,0,1,0,0,0,0
CUST100681,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST103794,0,1,0,0,0,0,0,1,1,1,1,0,1,1
CUST103944,0,1,0,0,0,1,0,1,1,0,0,0,1,0
CUST104666,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST102018,0,1,0,0,0,0,0,1,1,0,0,0,1,0
CUST101096,0,1,0,0,1,0,0,1,0,1,1,1,0,0
CUST100829,1,0,1,1,1,1,0,0,1,1,0,1,0,0
CUST102805,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CUST103829,0,1,0,0,1,0,0,0,1,0,1,0,0,0
CUST104381,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CUST103891,1,1,1,0,1,0,0,0,0,0,1,0,0,0
CUST100764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST102767,0,1,0,0,0,0,1,1,0,0,0,1,0,0
CUST104328,0,1,1,0,1,0,1,0,0,1,1,1,1,1
CUST103295,0,1,0,0,1,0,0,1,0,1,1,1,1,0
CUST102194,0,1,0,0,0,0,0,1,0,0,1,0,0,0
CUST102357,0,1,0,1,0,0,0,0,1,1,1,1,0,0
CUST103425,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST103979,0,1,0,0,0,1,1,1,0,1,1,1,0,0
CUST100911,1,1,1,0,0,0,1,1,1,0,1,0,0,1
CUST103145,0,1,0,0,0,1,1,0,0,1,0,0,0,0
CUST100999,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST103653,0,1,0,0,1,0,0,1,1,0,0,0,0,0
CUST102483,0,1,0,0,1,0,0,0,0,1,1,1,0,1
CUST104076,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CUST102370,1,1,0,1,0,0,0,1,0,0,0,0,0,1
CUST104838,1,1,1,0,1,0,0,0,1,0,1,0,0,0
CUST100033,0,1,0,1,1,0,0,0,0,1,1,0,0,0
CUST103789,1,1,0,1,0,0,0,0,1,0,0,0,0,0
CUST101020,1,1,1,0,0,0,1,0,1,0,0,0,0,0
CUST101647,1,1,1,0,0,0,1,0,1,0,1,0,1,1
CUST100733,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CUST104582,1,1,0,0,1,0,1,0,0,0,0,0,0,0
CUST103274,1,1,0,0,0,0,1,1,0,0,0,0,0,0
CUST101620,0,1,1,0,0,0,0,0,1,0,1,0,0,0
CUST103135,0,1,1,1,0,0,1,1,0,0,0,0,0,0
CUST102689,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST102707,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CUST100297,1,1,1,0,1,0,0,0,0,0,1,0,0,0
CUST102339,1,1,1,0,0,1,0,0,0,0,0,0,0,0
CUST100653,0,1,1,1,1,1,1,1,0,0,1,0,1,1
CUST103774,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CUST101255,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CUST104520,0,1,0,1,0,0,0,0,0,0,0,0,0,1
CUST100230,0,1,0,1,0,0,0,1,0,0,0,0,0,0
CUST103276,1,1,1,0,0,0,1,0,1,1,0,0,0,0
CUST103230,0,0,0,0,1,0,0,1,0,1,1,1,0,0
CUST100691,0,1,0,1,0,0,0,0,0,0,1,0,0,0
CUST102754,1,1,1,1,0,0,0,0,0,1,0,1,0,0
CUST104863,1,1,0,0,0,0,0,0,1,1,0,1,0,0
CUST100969,0,1,0,0,0,1,0,0,1,1,0,1,0,0
CUST100633,0,1,0,0,0,0,0,1,1,0,0,0,0,1
CUST104092,1,1,0,0,0,1,0,1,0,0,0,1,0,0
CUST104077,0,1,0,0,0,0,0,0,1,0,0,0,1,0
CUST101321,1,1,0,0,1,0,0,0,0,1,0,1,1,1
CUST101831,1,1,1,0,0,1,0,0,0,0,0,0,1,1
CUST102178,1,1,1,0,1,0,0,0,0,0,0,0,0,0
CUST101417,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CUST101782,0,1,0,0,0,0,0,1,0,0,0,0,0,1
CUST104715,0,1,1,0,0,1,0,0,0,0,0,0,0,1
CUST104701,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CUST104118,1,1,1,0,1,0,0,0,0,1,1,1,0,0
CUST101652,1,0,0,0,0,0,0,0,1,0,1,0,0,0
CUST101483,0,1,0,0,0,0,0,1,1,0,0,0,0,0
CUST102275,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CUST100877,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST103525,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CUST102016,1,1,1,0,0,1,0,0,0,0,0,0,0,0
CUST100426,1,1,0,0,0,0,0,0,1,0,0,0,1,1
CUST100626,1,1,0,1,1,0,1,1,0,0,1,0,0,0
CUST101589,1,1,1,0,0,1,0,1,1,0,0,0,0,0
CUST102223,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST102217,0,1,0,0,0,0,0,0,1,1,0,0,1,0
CUST104483,1,1,1,0,0,0,0,0,0,1,0,0,0,0
CUST101485,0,1,0,0,0,1,1,1,1,1,0,1,0,0
CUST101739,1,1,1,1,1,1,0,0,0,0,1,0,0,1
CUST102480,0,1,0,0,0,0,0,0,1,0,1,0,0,0
CUST102584,0,1,1,0,0,0,0,0,0,1,1,1,0,1
CUST102893,0,1,0,0,1,1,0,1,1,1,1,0,0,0
CUST100149,1,0,1,0,0,0,0,0,1,0,0,0,0,0
CUST100676,1,1,0,0,0,1,0,0,0,0,1,0,0,0
CUST101261,0,1,0,0,0,0,0,1,0,1,0,0,1,0
CUST104917,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CUST100012,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST101833,1,1,0,1,0,0,0,1,0,0,0,1,0,0
CUST103248,1,1,1,0,0,0,0,1,0,0,0,1,1,1
CUST101491,0,1,0,0,0,0,0,1,0,0,1,0,0,0
CUST102727,0,1,0,1,0,0,0,1,0,1,1,0,0,0
CUST103686,0,1,0,1,0,0,1,0,0,0,1,0,0,0
CUST101424,0,1,1,0,1,0,0,1,0,0,1,0,1,1
CUST104605,1,1,1,1,1,1,1,0,0,0,0,0,1,1
CUST104595,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST100731,1,1,1,0,0,1,1,0,1,0,0,0,0,1
CUST101231,0,1,0,0,0,0,0,0,0,1,0,1,0,0
CUST101634,0,1,1,1,0,0,0,0,0,1,1,0,0,0
CUST103936,1,1,0,0,0,0,0,0,1,0,0,0,0,0
CUST101210,0,1,0,0,0,0,0,1,0,0,1,0,0,0
CUST103268,0,1,0,0,1,1,0,1,0,1,1,0,0,0
CUST101934,1,1,1,1,1,0,0,0,0,0,1,0,0,0
CUST100553,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CUST100491,0,0,0,0,0,0,1,0,1,0,0,0,0,1
CUST102962,1,1,0,1,0,0,1,1,0,0,1,0,0,0
CUST102329,1,1,1,1,0,0,1,0,0,0,0,0,0,0
CUST102195,0,1,0,0,0,1,0,0,1,0,0,0,0,0
CUST103064,0,1,0,1,0,0,0,0,1,0,0,0,0,0
CUST100657,1,1,1,0,1,1,0,0,0,0,1,0,1,1
CUST102374,0,1,0,1,0,0,0,0,0,0,1,1,0,0
CUST102225,1,1,1,0,1,0,1,0,1,1,1,1,0,1
CUST104264,0,1,1,1,1,0,0,1,0,1,0,1,0,0
CUST101170,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CUST100132,1,1,0,0,0,0,0,1,1,0,1,1,0,0
CUST100471,0,1,0,0,1,1,0,1,0,1,1,1,0,0
CUST103225,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CUST101405,0,1,0,0,0,1,1,0,1,1,1,0,0,0
CUST102876,1,1,1,0,0,0,0,0,0,1,0,1,0,1
CUST104504,0,1,0,0,1,0,0,0,0,0,1,0,0,0
CUST104692,0,1,0,0,0,0,1,0,0,1,1,0,0,0
CUST102826,0,1,0,0,0,0,1,1,0,0,0,0,0,0
CUST100287,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CUST101869,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST103114,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST103625,0,1,1,0,0,0,0,1,0,0,1,0,1,0
CUST102312,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CUST104923,0,1,0,0,1,1,1,1,0,0,1,1,0,1
CUST101618,0,1,0,0,0,0,0,1,1,1,1,1,0,0
CUST100994,1,1,1,0,0,0,0,1,0,0,0,0,0,0
CUST101803,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CUST102642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST104802,1,1,1,0,0,0,1,1,0,1,0,0,1,1
CUST103535,0,1,0,1,1,0,0,1,0,0,1,0,0,0
CUST104831,0,1,0,0,1,1,0,1,0,0,1,0,0,0
CUST103911,0,1,1,0,0,1,0,0,0,1,1,1,0,1
CUST102107,0,1,0,1,0,0,1,0,1,0,1,0,0,0
CUST103044,0,1,0,0,0,0,0,1,1,1,0,0,0,0
CUST100416,0,1,0,0,1,1,0,0,0,1,1,0,0,0
CUST100977,1,1,1,0,0,0,0,1,0,1,0,0,0,0
CUST102417,0,1,0,1,1,0,0,0,0,0,0,0,0,0
CUST100505,0,1,0,0,0,0,0,1,1,0,1,0,0,0
CUST104152,1,1,0,0,0,1,0,1,1,0,0,0,0,1
CUST104255,0,1,0,1,0,0,0,1,0,0,0,0,0,0
CUST103941,0,1,1,0,0,1,1,1,0,0,0,0,0,0
CUST100414,1,1,1,0,1,0,0,0,1,1,0,0,0,0
CUST104148,0,1,0,1,0,0,0,1,1,0,0,0,0,0
CUST101183,0,1,1,0,0,1,0,0,1,0,0,0,0,0
CUST100485,1,0,1,0,0,0,0,0,1,0,0,0,0,0
CUST100893,1,0,1,0,1,0,0,1,0,1,1,1,1,1
CUST100805,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CUST100555,1,1,1,0,0,0,0,0,1,0,0,0,0,0
CUST103825,1,0,1,0,0,0,0,0,1,0,1,0,1,1
CUST101197,1,0,1,0,1,0,0,1,0,1,1,1,0,0
CUST104253,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST104058,0,1,1,0,1,0,1,0,1,1,1,1,1,1
CUST101293,1,1,0,1,0,0,0,1,0,0,1,0,0,0
CUST102221,0,1,0,1,0,1,0,0,0,0,0,0,0,0
CUST103504,1,1,0,0,0,0,0,0,0,0,1,0,0,0
CUST103654,0,1,0,0,0,0,1,1,1,1,0,1,1,1
CUST104758,0,1,1,1,0,0,0,1,0,1,0,0,0,0
CUST103006,0,1,0,1,0,0,0,0,1,0,0,0,0,0
CUST102093,0,1,1,1,0,0,0,0,1,0,0,0,1,1
CUST102187,1,1,1,1,0,0,0,0,0,0,0,0,0,0
CUST103036,0,1,0,1,1,0,0,0,0,0,1,0,0,0
CUST103918,0,1,0,1,1,0,0,0,1,1,1,0,0,0
CUST101272,1,1,1,0,0,0,0,1,0,0,0,0,1,1
CUST100290,1,1,0,0,0,1,0,0,1,0,0,0,0,0
CUST104827,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST100252,0,1,0,0,1,0,0,1,0,1,1,0,0,0
CUST103245,0,1,0,0,0,1,0,0,1,0,0,0,0,0
CUST100350,0,1,1,0,1,1,0,0,1,0,1,0,1,1
CUST101187,0,0,0,0,1,0,0,1,1,1,1,1,1,1
CUST101961,0,1,0,0,0,0,0,0,1,1,1,0,0,0
CUST100422,1,1,0,0,1,1,1,0,1,0,1,0,0,0
CUST100090,0,0,1,0,0,0,0,0,1,0,0,0,0,0
CUST103729,1,1,1,0,0,1,0,0,0,1,0,0,1,1
CUST102236,1,1,1,0,1,0,0,0,0,0,1,0,0,1
CUST100670,0,1,0,0,0,0,0,0,0,0,1,0,0,0
CUST103040,1,1,1,1,0,1,0,0,1,0,1,0,1,1
CUST100026,0,1,0,0,0,0,0,0,0,1,1,0,1,1
CUST100429,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CUST100683,1,1,0,0,0,0,0,0,1,0,0,0,0,0
CUST104463,1,1,1,1,0,0,0,1,1,0,0,0,0,1
CUST103945,0,1,0,0,1,0,1,0,1,0,1,0,0,0
CUST103523,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST101541,0,1,0,0,0,0,1,0,0,0,1,0,0,0
CUST102031,0,1,1,0,1,0,1,0,0,0,1,0,0,0
CUST102232,0,0,1,0,1,0,0,1,1,0,1,0,0,1
CUST104120,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CUST103235,0,1,0,0,0,0,0,1,0,1,0,0,0,0
CUST100254,0,1,1,0,1,0,0,1,1,0,1,0,0,0
CUST101029,0,1,1,1,0,0,0,0,1,0,0,0,0,0
CUST104392,1,1,0,0,1,0,0,1,0,0,1,0,0,0
CUST103800,0,1,0,0,1,0,0,0,1,0,1,0,0,0
CUST104310,1,1,1,1,0,0,0,0,1,0,1,0,0,0
CUST102509,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST102292,0,1,1,1,1,0,0,1,0,1,1,1,0,0
CUST101323,0,1,0,1,0,0,0,0,0,1,1,0,0,0
CUST101550,0,1,0,1,0,0,0,0,1,0,1,0,0,0
CUST104647,1,1,1,1,0,1,0,1,1,0,0,0,0,0
CUST100315,0,1,0,1,0,0,0,1,0,0,1,0,0,0
CUST101242,0,1,1,0,0,1,0,0,0,0,0,0,1,1
CUST102450,1,1,1,1,0,0,0,0,1,0,0,0,0,0
CUST101578,0,1,0,0,0,0,0,0,1,0,1,0,0,0
CUST104625,1,0,1,0,1,0,0,0,1,1,1,1,1,1
CUST103116,1,1,1,0,0,0,0,0,0,0,1,1,0,1
CUST100069,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST100859,1,0,1,0,0,0,0,1,1,1,0,0,0,0
CUST102753,1,1,1,0,0,0,0,0,1,0,0,0,0,0
CUST101632,0,1,0,0,1,1,0,0,1,0,1,1,0,0
CUST101650,0,1,0,0,0,0,0,0,1,0,0,1,0,0
CUST103860,1,1,1,1,0,0,0,0,1,0,1,0,0,0
CUST103106,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CUST101074,0,1,1,0,0,1,1,1,0,1,1,0,0,0
CUST104001,0,0,0,0,1,1,0,1,0,1,1,1,0,0
CUST100787,1,1,1,0,0,0,0,1,0,1,1,0,1,1
CUST102605,0,1,1,0,1,0,1,1,1,0,1,0,0,1
CUST103630,0,1,1,1,0,1,0,0,0,0,1,0,0,0
